title;MAL_id;type;release-season;release-year;crazy-gump score;friends_mean_score;nb_who_watched_it;friend_who_watched_it
Doukyonin wa Hiza, Tokidoki, Atama no Ue.;38145;TV;winter;2019;7;7;3;"Djidji;Yokanime;Steins02;"
Adachi to Shimamura;39790;TV;fall;2020;5;7;2;"DrNock;Yokanime;"
Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories;37501;Movie;fall;2018;;7;1;"DrNock;"
Just Because!;35639;TV;fall;2017;7;7;2;"Djidji;Yokanime;"
Imouto sae Ireba Ii. (ONA);37045;ONA;fall;2017;;7;1;"Djidji;"
Endro~!;38062;TV;winter;2019;6;7;3;"Djidji;DrNock;Yokanime;"
Kenzen Robo Daimidaler;21809;TV;spring;2014;;7;1;"Yokanime;"
Hoozuki no Reitetsu 2nd Season;35075;TV;fall;2017;;7;1;"Djidji;"
Himouto! Umaru-chan R;35376;TV;fall;2017;;7;2;"Djidji;DrNock;"
Sora no Otoshimono: Forte;8407;TV;fall;2010;;7;3;"Djidji;Zccdcccc;SaberXTohsaka;"
Hataraku Saibou: Kaze Shoukougun;38733;Special;fall;2018;;7;1;"Djidji;"
Nomad: Megalo Box 2;40729;TV;spring;2021;5;7;2;"Djidji;Yokanime;"
Fate/Grand Order: Moonlight/Lostroom;36915;Special;fall;2017;;7;2;"Djidji;Yokanime;"
Drifters (OVA);36480;OVA;fall;2017;;7;1;"Djidji;"
Pokemon XY: Mega Evolution;23301;Special;spring;2014;;7;4;"Yokanime;Yokanime;Yokanime;Yokanime;"
Mairimashita! Iruma-kun 2nd Season;41402;TV;spring;2021;8;7;2;"Djidji;Djidji;"
Entotsu Machi no Poupelle;35609;Movie;fall;2020;;7;1;"DrNock;"
Hoozuki no Reitetsu 2nd Season: Sono Ni;37029;TV;spring;2018;;7;1;"Djidji;"
Black Clover;34572;TV;fall;2017;;7;14;"Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;"
Manaria Friends;31537;TV;winter;2019;;7;3;"Djidji;DrNock;Yokanime;"
Animegataris;35427;TV;fall;2017;;7;1;"Djidji;"
Date A Live III;36633;TV;winter;2019;4;7;1;"Djidji;"
Boogiepop wa Warawanai (2019);37451;TV;winter;2019;7;7;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
MahoYome;36502;ONA;fall;2017;;7;1;"Djidji;"
Walkure Romanze;19151;TV;fall;2013;;7;1;"Yokanime;"
Ingress the Animation;37438;TV;fall;2018;;7;1;"Djidji;"
Irozuku Sekai no Ashita kara;37497;TV;fall;2018;7;7;3;"Djidji;DrNock;Steins02;"
Senkou no Night Raid Specials;8800;Special;spring;2010;;7;2;"DrNock;Zccdcccc;"
Yuukoku no Moriarty 2nd Season;43325;TV;spring;2021;;7;2;"Djidji;DrNock;"
Detective Conan Movie 23: The Fist of Blue Sapphire;38770;Movie;spring;2019;;7;2;"leejongki;Zccdcccc;"
Rinshi!! Ekoda-chan;38162;TV;winter;2019;;7;2;"leejongki;Zccdcccc;"
B: The Beginning;32827;ONA;winter;2018;;7;1;"Djidji;"
Dakaretai Otoko 1-i ni Odosarete Imasu.;37597;TV;fall;2018;;7;1;"leejongki;"
Puchitto Gargantia;18413;ONA;spring;2013;;7;1;"Yokanime;"
So Ra No Wo To Specials;8197;Special;spring;2010;;7;3;"DrNock;Yokanime;Zccdcccc;"
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou;34445;TV;fall;2017;6;7;3;"Djidji;DrNock;Yokanime;"
Release the Spyce;37221;TV;fall;2018;;7;3;"Djidji;DrNock;Yokanime;"
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu;15197;Movie;summer;2013;;7;2;"Yokanime;sazabiron;"
Tokyo Revengers;42249;TV;spring;2021;6;7;4;"Djidji;Djidji;Steins02;Steins02;"
Mirai no Mirai;36936;Movie;summer;2018;;7;2;"leejongki;Zccdcccc;"
Trigun: Badlands Rumble;4106;Movie;spring;2010;;7;2;"DrNock;Zccdcccc;"
SSSS.Dynazenon;40870;TV;spring;2021;8;7;3;"Djidji;DrNock;Yokanime;"
Senki Zesshou Symphogear G;15793;TV;summer;2013;4;7;3;"Yokanime;Zccdcccc;SaberXTohsaka;"
Uchi no Maid ga Uzasugiru!;37722;TV;fall;2018;;7;1;"Djidji;"
Umibe no Étranger;40615;Movie;summer;2020;;7;3;"DrNock;leejongki;Yokanime;"
Love Live! School Idol Project OVA;20745;OVA;fall;2013;;7;1;"Yokanime;"
Tales of Zestiria the Cross 2nd Season;34086;TV;winter;2017;;7;1;"Djidji;"
Toaru Kagaku no Railgun S;16049;TV;spring;2013;;7;10;"Djidji;Djidji;DrNock;DrNock;Zccdcccc;Zccdcccc;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;"
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season;33051;TV;fall;2016;;7;4;"Yokanime;Yokanime;Zccdcccc;Zccdcccc;"
Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.;23447;Special;summer;2014;;7;2;"DrNock;Yokanime;"
Detective Conan Movie 19: The Hellfire Sunflowers;28479;Movie;spring;2015;;7;3;"Djidji;leejongki;Zccdcccc;"
Sengoku Basara Ni;6634;TV;summer;2010;;7;1;"Steins02;"
Nurarihyon no Mago;7592;TV;summer;2010;;7;2;"Steins02;Steins02;"
Major S6;7655;TV;spring;2010;;7;2;"Steins02;Steins02;"
Hakuouki;6895;TV;spring;2010;;7;1;"Steins02;"
Nijiiro Hotaru: Eien no Natsuyasumi;6219;Movie;spring;2012;;7;1;"DrNock;"
Mahou Shoujo Lyrical Nanoha ViVid;25939;TV;spring;2015;;7;3;"Djidji;Yokanime;Zccdcccc;"
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss;28299;OVA;spring;2015;;7;1;"Djidji;"
Hakuouki: Hekketsuroku;9065;TV;fall;2010;;7;1;"Steins02;"
Koukaku Kidoutai: SAC_2045;38799;ONA;spring;2020;7;7;1;"Zccdcccc;"
Ultraman;36871;ONA;spring;2019;;7;1;"Zccdcccc;"
Hanayamata;21681;TV;summer;2014;;7;4;"DrNock;Yokanime;Steins02;sazabiron;"
Cutie Honey Universe;36976;TV;spring;2018;;7;1;"Zccdcccc;"
AKB0048;12149;TV;spring;2012;;7;3;"DrNock;Yokanime;Zccdcccc;"
Yamada-kun to 7-nin no Majo (TV);28677;TV;spring;2015;7;7;5;"Djidji;DrNock;Yokanime;Zccdcccc;SaberXTohsaka;"
Digimon Universe: Appli Monsters;33314;TV;fall;2016;;7;4;"Zccdcccc;Zccdcccc;Zccdcccc;Zccdcccc;"
Tamako Love Story;21647;Movie;spring;2014;;7;4;"DrNock;leejongki;Yokanime;Zccdcccc;"
Yuru Yuri Nachuyachumi!;23225;OVA;winter;2015;;7;3;"Djidji;DrNock;SaberXTohsaka;"
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone;19195;Movie;summer;2014;;7;2;"DrNock;Zccdcccc;"
"Tiger &amp; Bunny Movie 2: The Rising";12017;Movie;winter;2014;;7;1;"DrNock;"
Nazo no Kanojo X: Nazo no Natsu Matsuri;13093;OVA;summer;2012;8;7;1;"DrNock;"
Joshiraku;12679;TV;summer;2012;;7;2;"DrNock;Steins02;"
Nurarihyon no Mago: Sennen Makyou;10049;TV;summer;2011;;7;2;"Steins02;Steins02;"
Mahou Shoujo Lyrical Nanoha: The Movie 1st;4985;Movie;winter;2010;;7;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku;7014;Movie;spring;2011;;7;1;"Steins02;"
Sengoku Basara Movie: The Last Party;9745;Movie;spring;2011;;7;1;"Steins02;"
Harinezumi;20529;Music;summer;2012;;7;1;"DrNock;"
World Trigger;24405;TV;fall;2014;6;7;6;"Djidji;Djidji;Djidji;Djidji;Djidji;Djidji;"
Sidonia no Kishi;19775;TV;spring;2014;7;7;3;"DrNock;Zccdcccc;Steins02;"
Ao no Exorcist;9919;TV;spring;2011;;7;4;"Steins02;Steins02;sazabiron;sazabiron;"
Level E;9834;TV;winter;2011;;7;1;"Steins02;"
Durarara!!x2 Shou;23199;TV;winter;2015;;7;6;"Djidji;DrNock;leejongki;Yokanime;Zccdcccc;Steins02;"
Kamisama Hajimemashita◎;25681;TV;winter;2015;;7;2;"Djidji;DrNock;"
Saenai Heroine no Sodatekata;23277;TV;winter;2015;5;7;5;"Djidji;DrNock;Yokanime;Zccdcccc;SaberXTohsaka;"
Tegamibachi Reverse;8311;TV;fall;2010;;7;2;"Steins02;Steins02;"
The iDOLM@STER: 765 Pro to Iu Monogatari;11889;Special;spring;2012;;7;3;"DrNock;Yokanime;Zccdcccc;"
Tales of Symphonia The Animation: Tethealla-hen;5306;OVA;winter;2010;;7;1;"Djidji;"
Gakkougurashi!;24765;TV;summer;2015;5;7;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Hakuouki: Reimeiroku;13115;TV;summer;2012;;7;1;"Steins02;"
Rakudai Kishi no Cavalry;30296;TV;fall;2015;6;7;4;"Djidji;Yokanime;Zccdcccc;SaberXTohsaka;"
Hibike! Euphonium: Kakedasu Monaka;31665;Special;fall;2015;;7;2;"Djidji;Yokanime;"
Puka Puka Juju;13173;Movie;winter;2012;;7;2;"DrNock;Steins02;"
K: Return of Kings;27991;TV;fall;2015;;7;3;"Djidji;DrNock;Steins02;"
.hack//Quantum;9332;OVA;winter;2011;;7;2;"Zccdcccc;Zccdcccc;"
Mazinkaiser SKL;8666;OVA;fall;2010;;7;1;"Zccdcccc;"
Poyopoyo Kansatsu Nikki;12021;TV;winter;2012;;7;4;"DrNock;DrNock;DrNock;DrNock;"
Digimon Xros Wars;8624;TV;summer;2010;;7;3;"Zccdcccc;Zccdcccc;Zccdcccc;"
Minori Scramble!;9523;OVA;winter;2012;;7;1;"DrNock;"
Bakuman. 2nd Season;10030;TV;fall;2011;;7;4;"Zccdcccc;Zccdcccc;Steins02;Steins02;"
Tokyo 24-ku;50204;TV;winter;2022;;7;1;"Yokanime;"
Subete ga F ni Naru;28621;TV;fall;2015;7;7;3;"Djidji;DrNock;Zccdcccc;"
Slow Loop;45425;TV;winter;2022;;7;1;"Yokanime;"
Sabikui Bisco;48414;TV;winter;2022;;7;1;"Yokanime;"
Rymans Club;50185;TV;winter;2022;;7;1;"Yokanime;"
Nihon Animator Mihonichi;28149;ONA;fall;2014;;7;15;"DrNock;DrNock;DrNock;DrNock;DrNock;leejongki;leejongki;leejongki;leejongki;leejongki;Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;"
Sora no Method;23209;TV;fall;2014;5;7;1;"DrNock;"
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku;10444;TV;spring;2011;;7;2;"Zccdcccc;Zccdcccc;"
.hack//The Movie: Sekai no Mukou ni;11375;Movie;winter;2012;;7;1;"Zccdcccc;"
Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel;16934;Special;spring;2013;;7;3;"Djidji;DrNock;Yokanime;"
M3: Sono Kuroki Hagane;23133;TV;spring;2014;4;7;2;"Zccdcccc;Zccdcccc;"
Gate: Jieitai Kanochi nite, Kaku Tatakaeri;28907;TV;summer;2015;6;7;7;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;sazabiron;"
"Steins;Gate: Oukoubakko no Poriomania";10863;Special;winter;2012;;7;5;"DrNock;Yokanime;Zccdcccc;Steins02;sazabiron;"
Cyborg 009 VS Devilman;31050;OVA;fall;2015;;7;1;"Zccdcccc;"
Smile Precure!;12191;TV;winter;2012;;7;8;"DrNock;DrNock;DrNock;DrNock;Yokanime;Yokanime;Yokanime;Yokanime;"
Garo: Honoo no Kokuin - Home;32415;Special;summer;2015;;7;1;"Zccdcccc;"
Kyoukai no Rinne (TV);28423;TV;spring;2015;;7;2;"Zccdcccc;Zccdcccc;"
Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!;15453;Music;winter;2012;;7;1;"DrNock;"
Minami-ke Natsuyasumi;20221;OVA;summer;2013;;7;1;"Zccdcccc;"
Omoide no Marnie;21557;Movie;summer;2014;7;7;3;"DrNock;leejongki;Yokanime;"
Aura: Maryuuin Kouga Saigo no Tatakai;14669;Movie;spring;2013;7;7;3;"Djidji;DrNock;Steins02;"
Yowamushi Pedal Movie;30413;Movie;summer;2015;;7;1;"Djidji;"
Minami-ke Tadaima;14511;TV;winter;2013;;7;2;"Zccdcccc;Steins02;"
Minami-ke Omatase;14575;OVA;fall;2012;;7;1;"Zccdcccc;"
Concrete Revolutio: Choujin Gensou;31147;TV;fall;2015;;7;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day;31389;Special;fall;2015;;7;1;"Djidji;"
C³: Rinkan Gakkou Confusion!;12505;Special;spring;2012;;7;1;"Zccdcccc;"
Fairy Tail Movie 1: Houou no Miko;12049;Movie;summer;2012;;7;2;"Steins02;SaberXTohsaka;"
Ao no Exorcist Movie;11737;Movie;fall;2012;;7;1;"Steins02;"
Aki no Kanade;29513;Movie;winter;2015;;7;1;"DrNock;"
Hoshizora e Kakaru Hashi;10079;TV;spring;2011;;7;1;"SaberXTohsaka;"
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!;17643;OVA;summer;2013;;7;3;"DrNock;Yokanime;SaberXTohsaka;"
Non Non Biyori;17549;TV;fall;2013;;7;4;"Djidji;DrNock;Zccdcccc;Steins02;"
Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials;15881;Special;fall;2012;;7;1;"SaberXTohsaka;"
Short Peace Opening;19573;Special;summer;2013;;7;1;"DrNock;"
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi;11161;Special;fall;2011;;7;1;"SaberXTohsaka;"
Tokyo Ravens;16011;TV;fall;2013;5;7;10;"Djidji;Djidji;DrNock;DrNock;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;sazabiron;sazabiron;"
Maria†Holic Alive;9712;TV;spring;2011;;7;1;"SaberXTohsaka;"
Amagami SS: Tachibana Miya-hen - Imouto;9925;Special;spring;2011;;7;1;"SaberXTohsaka;"
To LOVE-Ru Darkness 2nd OVA;31380;OVA;winter;2016;;7;1;"SaberXTohsaka;"
D-Frag!;20031;TV;winter;2014;7;7;4;"Djidji;DrNock;Zccdcccc;Steins02;"
Joshiraku OVA;15591;OVA;winter;2013;;7;1;"DrNock;"
Dareka no Manazashi;17121;Movie;winter;2013;;7;3;"DrNock;leejongki;Yokanime;"
Sekirei: Pure Engagement;5277;TV;summer;2010;;7;1;"SaberXTohsaka;"
Mayoi Neko Overrun! Specials;8599;Special;spring;2010;;7;1;"SaberXTohsaka;"
Mikakunin de Shinkoukei;20541;TV;winter;2014;;7;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Ikkitousen: Xtreme Xecutor;7580;TV;spring;2010;;7;1;"SaberXTohsaka;"
Monster Strike;30757;ONA;fall;2015;;7;1;"SaberXTohsaka;"
Star Driver the Movie;12857;Movie;winter;2013;;7;1;"DrNock;"
Nanatsu no Taizai: Fundo no Shinpan;41491;TV;winter;2021;;7;2;"Steins02;Steins02;"
Fate/stay night Movie: Unlimited Blade Works;6922;Movie;winter;2010;;7;4;"Djidji;Yokanime;Steins02;SaberXTohsaka;"
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain;17187;Movie;spring;2013;;7;2;"DrNock;Zccdcccc;"
Ginga Kikoutai Majestic Prince;15863;TV;spring;2013;;7;6;"DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;"
Darker than Black: Kuro no Keiyakusha Gaiden;7338;Special;winter;2010;8;7;4;"Djidji;DrNock;Zccdcccc;sazabiron;"
Durarara!!;6746;TV;winter;2010;;7;12;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;"
Fate/kaleid liner Prisma☆Illya;14829;TV;summer;2013;6;7;6;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;SaberXTohsaka;"
Kingdom;12031;TV;summer;2012;;7;3;"sazabiron;sazabiron;sazabiron;"
Area no Kishi;11697;TV;winter;2012;;7;3;"sazabiron;sazabiron;sazabiron;"
Cardfight!! Vanguard;9539;TV;winter;2011;;7;5;"sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;"
Monster Strike: Mermaid Rhapsody;33546;ONA;summer;2016;;7;1;"SaberXTohsaka;"
Houseki no Kuni;19581;ONA;summer;2013;;7;1;"DrNock;"
Kiss x Sis;5042;OVA;spring;2010;;7;9;"sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;sazabiron;"
Rozen Maiden (2013);18041;TV;summer;2013;;7;4;"Djidji;leejongki;Steins02;sazabiron;"
Seitokai no Ichizon Lv.2: Watasu Seitokai;15963;OVA;summer;2013;;7;1;"Djidji;"
Servant x Service;18119;TV;summer;2013;8;7;2;"Djidji;DrNock;"
Gin no Guardian II;35757;TV;winter;2018;;7;1;"SaberXTohsaka;"
Gin no Guardian;32936;TV;spring;2017;;7;1;"SaberXTohsaka;"
Golden Time (Movie);36789;Movie;fall;2013;;7;1;"DrNock;"
Noblesse;41345;TV;fall;2020;;7;1;"Steins02;"
Date A Live II: Kurumi Star Festival;22961;OVA;fall;2014;;7;3;"Djidji;Yokanime;Zccdcccc;"
Higashi no Eden Movie II: Paradise Lost;6637;Movie;winter;2010;8;7;4;"Djidji;DrNock;Zccdcccc;Steins02;"
Sakasama no Patema;12477;Movie;fall;2013;8;7;4;"DrNock;Zccdcccc;Steins02;sazabiron;"
Kamigami no Asobi;21563;TV;spring;2014;;7;1;"Steins02;"
Fairy Tail (2014);22043;TV;spring;2014;5;7;16;"Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;SaberXTohsaka;"
Hanamaru Youchien;6574;TV;winter;2010;;7;2;"Djidji;DrNock;"
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special;30547;OVA;spring;2014;;7;1;"Djidji;"
Little Busters!;13655;TV;fall;2012;;7;12;"DrNock;DrNock;Yokanime;Yokanime;Zccdcccc;Zccdcccc;Steins02;Steins02;SaberXTohsaka;SaberXTohsaka;sazabiron;sazabiron;"
D-Frag!*;23383;OVA;summer;2014;;7;2;"Djidji;DrNock;"
Hanamonogatari;21855;TV;summer;2014;;7;5;"Djidji;DrNock;Yokanime;Zccdcccc;Steins02;"
Sengoku Basara: Judge End;23201;TV;summer;2014;;7;1;"Steins02;"
Kill la Kill Specials;21659;Special;summer;2014;;7;3;"Djidji;DrNock;Yokanime;"
Hakuouki Movie 1: Kyoto Ranbu;13117;Movie;summer;2013;;7;1;"Steins02;"
Hori-san to Miyamura-kun;14753;OVA;summer;2012;;7;3;"DrNock;Yokanime;Steins02;"
Shinryaku!! Ika Musume;13267;OVA;summer;2012;;7;1;"DrNock;"
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke;16005;TV;winter;2013;;7;1;"Steins02;"
Bakuman. 3rd Season;12365;TV;fall;2012;;7;2;"Steins02;Steins02;"
Mouretsu Pirates: Abyss of Hyperspace;14817;Movie;winter;2014;;7;2;"DrNock;Yokanime;"
Magi: Sinbad no Bouken;22097;OVA;spring;2014;;7;5;"Steins02;Steins02;Steins02;Steins02;Steins02;"
Donten ni Warau;21743;TV;fall;2014;;7;1;"Steins02;"
Baki: Dai Raitaisai-hen;39555;ONA;spring;2020;;7;1;"Steins02;"
Hinomaruzumou;37007;TV;fall;2018;;7;2;"Steins02;Steins02;"
Xian Wang de Richang Shenghuo;41094;ONA;winter;2020;;7;1;"Steins02;"
Kengan Ashura 2nd Season;40269;ONA;fall;2019;;7;1;"Steins02;"
Kengan Ashura;36903;ONA;summer;2019;;7;1;"Steins02;"
Saki Zenkoku-hen;16123;TV;winter;2014;;7;4;"Djidji;DrNock;Yokanime;Steins02;"
Made in Abyss Movie 2: Hourou Suru Tasogare;37515;Movie;winter;2019;;7;1;"Steins02;"
Tonari no Seki-kun;18139;TV;winter;2014;6;7;10;"Djidji;Djidji;DrNock;DrNock;leejongki;leejongki;Yokanime;Yokanime;Steins02;Steins02;"
Made in Abyss Movie 1: Tabidachi no Yoake;37514;Movie;winter;2019;;7;1;"Steins02;"
Bokura wa Minna Kawai-sou;21405;TV;spring;2014;8;7;4;"Djidji;DrNock;Zccdcccc;Steins02;"
Sengoku Musou;28283;TV;winter;2015;;7;1;"Steins02;"
Peace Maker Kurogane Movie 1: Omou Michi;33185;Movie;spring;2018;;7;1;"Steins02;"
Baki;34443;ONA;spring;2018;;7;1;"Steins02;"
Gochuumon wa Usagi Desu ka?;21273;TV;spring;2014;;7;3;"Djidji;DrNock;Steins02;"
Fairy Tail Movie 2: Dragon Cry;30778;Movie;spring;2017;;7;1;"Steins02;"
The iDOLM@STER Shiny Festa;14835;OVA;fall;2012;;7;1;"DrNock;"
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!;15307;Movie;fall;2012;;7;2;"DrNock;Yokanime;"
Nijiiro Days;31414;TV;winter;2016;;7;2;"Steins02;Steins02;"
Berserk: Ougon Jidai-hen I - Haou no Tamago;10218;Movie;winter;2012;;7;3;"DrNock;Yokanime;Steins02;"
Monster Musume no Iru Nichijou;30307;TV;summer;2015;;7;3;"Djidji;Zccdcccc;SaberXTohsaka;"
Shinryaku! Ika Musume Specials;9888;Special;spring;2011;;7;1;"DrNock;"
Housekishou Richard-shi no Nazo Kantei;40230;TV;winter;2020;7;7;1;"Yokanime;"
Argonavis from BanG Dream!;40677;TV;spring;2020;;7;1;"Yokanime;"
Tamayura: Sotsugyou Shashin Part 1 - Kizashi;25729;Movie;spring;2015;;7;1;"DrNock;"
"Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram";38085;Movie;fall;2020;;7;1;"Yokanime;"
Sidonia no Kishi: Daikyuu Wakusei Seneki;24893;TV;spring;2015;7;7;2;"DrNock;Zccdcccc;"
Sarusuberi: Miss Hokusai;23987;Movie;spring;2015;;7;3;"DrNock;Yokanime;Steins02;"
Senran Kagura Shinovi Master: Tokyo Youma-hen;36037;TV;fall;2018;;7;1;"Yokanime;"
Toji no Miko: Kizamishi Issen no Tomoshibi OVA;40901;OVA;fall;2020;;7;1;"Yokanime;"
Kagewani: Shou;32682;TV;spring;2016;6;7;1;"Djidji;"
Tonari no Kaibutsu-kun;14227;TV;fall;2012;8;7;6;"Djidji;DrNock;Yokanime;Steins02;SaberXTohsaka;sazabiron;"
Persona 5 the Animation TV Specials;38431;Special;fall;2018;;7;1;"Yokanime;"
Lupin III: Lupin wa Ima mo Moete Iru ka?;36967;OVA;summer;2018;;7;1;"Yokanime;"
Bubuki Buranki: Hoshi no Kyojin;33041;TV;fall;2016;;7;1;"Djidji;"
Mushishi Zoku Shou: Suzu no Shizuku;28957;Movie;spring;2015;;7;2;"DrNock;leejongki;"
Persona 5 the Animation;36023;TV;spring;2018;;7;2;"Yokanime;Yokanime;"
Hourou Musuko Specials;10935;Special;summer;2011;;7;1;"DrNock;"
Seitokai no Ichizon Lv.2;10464;ONA;fall;2012;;7;2;"Djidji;Zccdcccc;"
Non Non Biyori Repeat;23623;TV;summer;2015;;7;2;"DrNock;Zccdcccc;"
Fullmetal Alchemist: The Sacred Star of Milos;9135;Movie;summer;2011;7;7;2;"DrNock;Steins02;"
D4DJ Petit Mix;45782;TV;winter;2021;;7;2;"Yokanime;Yokanime;"
High School DxD Hero: Taiikukan-ura no Holy;37719;Special;spring;2018;;7;1;"Yokanime;"
Seitokai Yakuindomo;8675;TV;summer;2010;6;7;5;"Djidji;DrNock;Zccdcccc;SaberXTohsaka;sazabiron;"
Detective Conan Movie 20: The Darkest Nightmare;32005;Movie;spring;2016;;7;2;"Djidji;leejongki;"
Healin Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!;42422;Movie;winter;2021;;7;1;"Yokanime;"
Himote House;36945;TV;fall;2018;;7;1;"Yokanime;"
Tales of Zestiria the Cross;30911;TV;summer;2016;;7;3;"Djidji;Yokanime;sazabiron;"
Wake Up, Girls! Shin Shou;34522;TV;fall;2017;;7;1;"Yokanime;"
Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?;33491;OVA;summer;2016;;7;1;"Djidji;"
Aikatsu on Parade!;40266;TV;fall;2019;;7;2;"Yokanime;Yokanime;"
Psycho-Pass 3;39491;TV;fall;2019;;7;2;"Yokanime;Zccdcccc;"
Tensei shitara Slime Datta Ken OVA;38793;OVA;summer;2019;;7;5;"Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;"
Fate/kaleid liner Prisma☆Illya 3rei!!;31706;TV;summer;2016;6;7;5;"Djidji;DrNock;Yokanime;Zccdcccc;SaberXTohsaka;"
Sora no Method: Aru Shoujo no Kyuujitsu★;30919;Special;summer;2015;;7;1;"DrNock;"
Breakers;40850;TV;winter;2020;;7;2;"Yokanime;Yokanime;"
Tamayura: Sotsugyou Shashin Part 2 - Hibiki;29829;Movie;summer;2015;;7;1;"DrNock;"
Granblue Fantasy The Animation Season 2 Extras;40873;Special;winter;2020;;7;1;"Yokanime;"
Healin Good♡Precure;40610;TV;winter;2020;;7;5;"Yokanime;Yokanime;Yokanime;Yokanime;Yokanime;"
Densetsu no Yuusha no Densetsu;8086;TV;summer;2010;7;7;4;"Djidji;Djidji;Steins02;Steins02;"
Uchuu Patrol Luluco;32681;TV;spring;2016;;7;3;"Djidji;DrNock;Yokanime;"
Natsunagu!;40738;TV;winter;2020;;7;1;"Yokanime;"
The iDOLM@STER Cinderella Girls 2nd Season;30344;TV;summer;2015;;7;3;"DrNock;Yokanime;Zccdcccc;"
Natsume Yuujinchou San;10379;TV;summer;2011;;7;4;"DrNock;leejongki;Zccdcccc;Steins02;"
Kirakira;36822;Music;summer;2011;;7;1;"DrNock;"
Tanaka-kun wa Kyou mo Kedaruge;33004;Special;spring;2016;;7;2;"Djidji;Djidji;"
Tanaka-kun wa Itsumo Kedaruge Specials;33157;Special;spring;2016;;7;1;"Djidji;"
Karigurashi no Arrietty;7711;Movie;summer;2010;8;7;5;"Djidji;DrNock;leejongki;Yokanime;Steins02;"
Ongaku;40331;Movie;winter;2020;;7;1;"Yokanime;"
Psycho-Pass 3: First Inspector;40858;Movie;winter;2020;;7;1;"Yokanime;"
Mitsuami no Kamisama;32461;Movie;fall;2015;;7;1;"DrNock;"
Tamayura: Sotsugyou Shashin Part 3 - Akogare;29830;Movie;fall;2015;;7;1;"DrNock;"
Cat Shit One;6280;ONA;summer;2010;;7;1;"Djidji;"
Yuuki Yuuna wa Yuusha de Aru: Hidamari;36798;Special;fall;2017;;7;1;"Yokanime;"
Keijo!!!!!!!!;32686;TV;fall;2016;;7;3;"Djidji;DrNock;Yokanime;"
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo;32900;Movie;spring;2017;;7;1;"Yokanime;"
Tamayura: Sotsugyou Shashin Part 4 - Ashita;29831;Movie;spring;2016;;7;1;"DrNock;"
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken;33672;Movie;winter;2017;;7;1;"Yokanime;"
Koyomimonogatari;32268;ONA;winter;2016;;7;4;"Djidji;DrNock;Yokanime;Zccdcccc;"
Mars Red;41265;TV;spring;2021;8;7;1;"Yokanime;"
